label,air_temp,process_temp,rotational_speed,torque,tool_wear,power,temp_diff,type_H,type_L,type_M
0,-0.0027358106,-0.27449208,0.8545155,-1.1282016,-0.21514577,-1.1109922,-0.40069535,0,1,0
0,0.6984112,0.19867977,3.667111,-2.3359168,0.96395075,-2.2875314,-1.100842,0,1,0
0,1.1992327,0.6042704,-0.38877326,-0.040260058,-0.34091607,-0.17794432,-1.500925,0,1,0
0,-1.35496,-0.95046955,0.24668543,-1.0583339,0.5237547,-1.3110075,1.2996587,0,0,1
0,2.1007204,2.4294178,-0.637431,0.36896595,0.68096757,0.21818063,-0.6007378,0,0,1
0,-0.5536425,-0.00410521,0.9926587,-1.2679373,-0.7811121,-1.2759402,1.0996172,0,1,0
0,-1.3048747,-0.54487896,0.44561163,-0.6790513,-1.2527508,-0.6064906,1.7997628,0,1,0
0,1.0489924,0.80707604,-0.47165918,0.6783804,-1.6929468,0.78637284,-0.9007995,0,1,0
0,0.94882196,0.6042704,-0.2948359,0.029607834,-1.598619,-0.010623467,-1.0008208,0,1,0
0,-1.4050299,-1.0180714,0.05881069,0.14938131,0.2722141,0.42288372,1.2996587,0,1,0
0,-1.0043788,-0.74768454,-1.1071179,1.137512,-0.6238992,0.86228937,0.89957476,0,0,1
0,0.097434595,1.0774629,2.5398624,-1.8967476,-1.3942423,-1.7592995,1.399679,0,1,0
0,-1.5552855,-1.3560601,0.036707778,-0.88865477,-1.5200126,-1.1634519,1.0996172,0,1,0
0,1.7501394,1.8886235,-0.7479456,1.5766809,-0.37235865,1.791822,-0.70075804,1,0,0
0,-1.4050299,-1.0180714,-0.25063008,-0.040260058,1.1526061,-0.08126626,1.2996587,0,1,0
0,1.0489924,1.009861,2.4735537,-1.9865776,-1.3627998,-1.9585437,-0.6007378,0,1,0
0,0.29776013,0.53666854,-0.8916145,1.1175497,0.1778864,1.0311338,0.1994291,0,1,0
0,1.2994031,1.6182365,-0.7811,0.15936227,-1.0640953,-0.17946742,-0.20065387,0,1,0
0,-0.6537976,-0.2068902,0.8710927,-1.0184094,-0.52957153,-0.9202929,0.999596,1,0,0
0,-1.6554406,-1.3560601,-0.48823637,1.0676441,1.4041468,1.3252783,1.2996587,0,1,0
0,0.24767493,1.2802478,-0.93582034,0.4787581,-1.378521,0.13490131,1.399679,0,0,1
0,0.648326,0.7394741,0.114067964,-0.469448,-0.828276,-0.4811022,-0.20065387,0,1,0
0,0.44800046,0.67187226,0.15274806,-0.56925917,0.35082054,-0.60999626,0.09940883,0,0,1
0,1.8503097,1.8210422,-0.79767716,1.3870399,0.24077155,1.4839468,-1.0008208,0,1,0
0,0.49808568,0.6042704,-0.24510434,-0.26982567,-1.3627998,-0.4131837,-0.10063361,1,0,0
0,1.8002245,1.8210422,3.5068648,-2.2361054,-1.1112591,-2.1222417,-0.9007995,0,0,1
0,-1.2547895,-0.6124808,0.00355341,-0.15005219,1.0739998,-0.068805516,1.5997214,0,0,1
0,-1.2047043,-1.0856733,0.16379952,-0.1700145,-0.23086706,0.009581656,0.79955447,0,0,1
0,1.1491475,1.1450647,3.484762,-2.1762187,-0.26230964,-2.0019705,-0.6007378,0,1,0
0,-1.0043788,-1.0180714,0.9595043,-1.4675597,0.25649282,-1.6264997,0.49949178,0,1,0
1,1.3494883,1.6182365,-0.34456745,0.62847483,2.2530963,0.8193702,-0.3006751,0,1,0
0,-1.4551151,-1.3560601,0.10854224,-0.12010892,1.907228,0.048301235,0.89957476,1,0,0
0,0.14750452,-0.54487896,0.60585773,-0.75890017,-0.9068824,-0.6412943,-1.100842,0,1,0
0,0.097434595,-0.2068902,-0.50481355,-0.31973127,-1.4728488,-0.6550833,-0.50071657,0,1,0
0,-0.85413843,-0.4096958,-1.0131805,0.538645,-0.1837032,0.15310387,1.0996172,0,1,0
0,0.8987367,0.46908727,0.3185199,-0.91859823,-0.52957153,-1.0553486,-1.100842,0,1,0
0,-0.50355726,0.13109854,-0.12906405,-0.469448,-0.08937548,-0.63277906,1.1996374,0,1,0
0,1.0990776,0.8746573,-0.16221842,-0.28978798,-1.5357338,-0.3880377,-0.9007995,0,0,1
0,-0.4033869,-1.0856733,-1.1568494,1.1175497,-0.81255466,0.7911384,-0.8007793,0,0,1
0,0.097434595,-0.34209394,-0.2174757,0.5685883,-0.2937522,0.8354732,-0.70075804,0,0,1
0,0.7985816,0.46908727,0.7937325,-1.0283904,0.36654183,-0.97746956,-0.9007995,0,1,0
0,-0.052821014,0.26628166,-0.6650597,0.5685883,1.1054423,0.4739862,0.49949178,0,1,0
0,-0.7038828,-0.6800827,-0.38877326,0.59853154,-1.6300616,0.74016255,0.39947057,0,1,0
0,0.44800046,0.67187226,3.8439343,-2.4157658,0.759574,-2.4102633,0.09940883,0,1,0
0,0.94882196,0.53666854,-0.7700485,1.8162279,-0.45096508,2.0981436,-1.100842,0,1,0
0,-0.90420836,-1.1532751,-0.50481355,0.32904133,1.4355893,0.26403943,0.09940883,0,0,1
0,-0.90420836,-0.74768454,-0.9523975,0.4987204,-0.35663736,0.14847536,0.6995333,0,1,0
0,-0.7038828,-0.6124808,0.26326263,-0.26982567,1.4984745,-0.07807299,0.49949178,0,0,1
0,0.24767493,-0.071707085,-0.32799026,-0.0003354402,0.6338037,-0.07759443,-0.6007378,0,1,0
0,0.39791524,0.13109854,1.716529,-1.7170876,-1.1741443,-1.7396713,-0.6007378,0,1,0
0,-0.95429355,-0.95046955,0.10301651,0.23921151,-1.4728488,0.59223586,0.49949178,0,1,0
0,-1.4551151,-1.2884582,-0.515865,-0.33969358,1.8757854,-0.6905121,0.999596,0,1,0
0,1.1491475,1.212646,-0.3556189,0.27913576,-1.0955378,0.3061868,-0.50071657,1,0,0
0,0.54817086,0.4014854,0.3958801,-0.47942898,-0.59245664,-0.32102713,-0.50071657,0,1,0
0,0.19758973,0.33388352,0.21353106,-0.7189759,-1.2841933,-0.804299,0.09940883,0,1,0
0,-1.35496,-1.0180714,0.9429271,-1.2280127,0.47659084,-1.2331381,1.1996374,0,0,1
0,1.2493179,0.33388352,-0.106961146,0.11943804,0.7281314,0.25677362,-2.001029,0,1,0
0,1.0990776,0.46908727,0.3406228,-0.6990136,0.9167869,-0.6993598,-1.500925,0,0,1
0,-1.4050299,-0.95046955,0.5340233,-0.8686927,1.3255403,-0.8581649,1.399679,0,1,0
0,-1.4551151,-1.4912639,0.5340233,-0.96850383,-0.27803093,-1.0179276,0.6995333,0,1,0
0,-1.9058514,-1.8968339,0.06986214,-0.51935357,-1.5671765,-0.5844596,0.999596,0,0,1
0,0.14750452,0.94225913,-1.2231581,1.2672665,-1.48857,0.92420197,1.0996172,0,1,0
0,-0.10290622,-0.54487896,-0.7700485,0.25917345,1.6085235,-0.034626555,-0.6007378,0,1,0
0,-0.7038828,-0.34209394,-0.6595339,1.0377009,-0.4038012,1.1301942,0.89957476,1,0,0
0,0.94882196,0.53666854,2.0259697,-1.8268797,-0.71822697,-1.8197283,-1.100842,0,1,0
0,1.0489924,0.53666854,0.1416966,-0.469448,-1.598619,-0.46386632,-1.3008834,0,1,0
0,1.1992327,0.7394741,2.0204442,-1.9067287,-0.48240766,-1.9706725,-1.3008834,0,1,0
0,-0.7038828,-0.13930896,-0.6650597,0.48873943,0.115001254,0.36312896,1.1996374,0,0,1
0,-1.5552855,-1.4912639,-1.4055072,1.2073796,-0.12081805,0.67908,0.89957476,0,1,0
0,-0.85413843,-1.0180714,0.68874365,-0.83874923,0.57091856,-0.7238319,0.1994291,0,1,0
0,-1.6053706,-1.4236621,-1.1181693,1.6465489,-1.6143403,1.5181258,1.0996172,0,1,0
0,1.0990776,0.80707604,0.843464,-1.1781071,0.22505026,-1.1992133,-1.0008208,1,0,0
0,-0.6537976,-0.071707085,-0.7479456,0.7083237,-0.6867844,0.5989935,1.1996374,0,1,0
1,-0.90420836,-1.626447,-0.1566927,-0.8986359,1.5928022,-1.2845042,-0.6007378,0,1,0
0,0.24767493,-0.2068902,0.22458252,0.27913576,1.3884255,0.74504554,-0.8007793,0,1,0
0,1.3995582,0.4014854,-0.7479456,0.3190604,1.4984745,0.06427764,-2.2010705,0,1,0
0,0.99890715,0.53666854,0.38482863,-0.47942898,-1.6300616,-0.32790226,-1.2008623,0,0,1
0,-0.4033869,-1.0180714,-0.455082,0.46877712,1.3727041,0.5012905,-0.70075804,0,1,0
0,-0.4033869,-1.0180714,1.1197504,-1.1082394,0.6652463,-0.942441,-0.70075804,0,0,1
0,1.4496434,0.67187226,-0.38877326,0.8680218,0.35082054,1.127489,-1.9010079,1,0,0
0,-1.1045492,-1.0180714,-0.50481355,-0.0003354402,1.3255403,-0.20259216,0.6995333,0,1,0
0,-1.4050299,-0.95046955,-1.1292208,1.2972097,-1.0798166,1.0508012,1.399679,0,1,0
0,-1.2547895,-0.95046955,-0.018549502,-0.13008988,-1.5828978,-0.053844962,1.0996172,1,0,0
0,1.8002245,1.6858385,0.37377718,-0.62914574,-1.4728488,-0.57017297,-1.100842,0,0,1
0,-1.6053706,-1.4236621,0.8766184,-0.91859823,-0.938325,-0.7515655,1.0996172,0,1,0
0,0.59825605,-0.13930896,0.9374014,-1.2978806,0.68096757,-1.3526672,-1.4009037,1,0,0
0,0.39791524,1.6182365,-0.96344894,0.4488148,0.33509928,0.073037416,1.5997214,0,1,0
0,-0.15297614,-0.27449208,0.07538787,-0.31973127,1.0425571,-0.2777469,-0.10063361,0,1,0
0,-0.95429355,-1.7616508,-1.1292208,1.6166055,1.2940978,1.4679804,-0.70075804,0,0,1
0,-1.4050299,-1.4236621,0.00355341,-0.28978798,0.8853443,-0.2793483,0.6995333,0,1,0
0,0.14750452,0.26628166,-1.3613014,0.967833,-1.1112591,0.41674125,0.09940883,0,0,1
0,-0.85413843,-0.6800827,-0.38324755,-0.16003315,-1.5357338,-0.34633932,0.6995333,1,0,0
0,0.047349393,-0.4096958,-0.47718492,0.75822926,-1.2527508,0.8953159,-0.70075804,0,1,0
0,-0.052821014,-0.6124808,-1.0739635,1.6764921,-1.5357338,1.6016692,-0.8007793,0,0,1
0,0.648326,0.67187226,-0.001972318,-0.3097499,1.5456383,-0.3130296,-0.3006751,0,1,0
0,-0.30323175,-0.95046955,-0.26168153,0.049570143,1.1526061,0.0421296,-0.8007793,0,1,0
0,-0.80405325,-0.4772977,-0.79767716,0.75822926,-1.3156358,0.62571174,0.89957476,0,1,0
0,1.1491475,1.009861,-0.84188294,0.728286,-1.6615041,0.547891,-0.8007793,0,1,0
0,0.44800046,0.6042704,-0.23405288,0.3190604,-0.71822697,0.45661372,-0.0006123865,0,1,0
0,-0.6037277,-1.0180714,1.086596,-1.0982583,-1.2055868,-0.9424214,-0.3006751,0,1,0
0,-1.1045492,-1.626447,0.37377718,-0.96850383,-0.71822697,-1.1037364,-0.20065387,0,1,0
0,-0.0027358106,-0.34209394,1.8767751,-1.757012,-0.45096508,-1.7484989,-0.50071657,0,0,1
0,-1.2547895,-0.74768454,1.0976475,-1.5973141,1.3727041,-1.7853734,1.399679,0,1,0
0,-1.2047043,-0.8152864,-0.8529344,0.43883386,1.1526061,0.14642453,1.1996374,1,0,0
0,1.0990776,0.7394741,-0.12906405,-0.62914574,0.7910166,-0.8696494,-1.100842,0,0,1
0,1.9003797,2.0238273,0.5174461,-0.70899457,1.5613596,-0.6121837,-0.8007793,0,1,0
0,0.29776013,0.46908727,-0.7866257,1.3670776,-0.4352438,1.4671896,0.09940883,0,1,0
0,-1.35496,-1.1532751,-1.4994446,2.0557745,0.1778864,1.6451061,0.999596,0,1,0
0,-1.2047043,-0.95046955,-0.057229597,0.5286637,-1.4571275,0.90516937,0.999596,0,1,0
0,0.097434595,0.67187226,4.5899076,-2.525558,0.57091856,-2.4565516,0.79955447,0,0,1
0,1.1992327,0.063496664,0.58375484,-0.83874923,-0.23086706,-0.7824633,-2.301092,0,1,0
0,1.8503097,1.6182365,0.89872134,-0.8786736,0.57091856,-0.6730518,-1.3008834,0,1,0
0,-0.10290622,-0.4772977,0.5561262,-0.88865477,1.6242448,-0.8779693,-0.50071657,0,0,1
0,-0.15297614,0.7394741,0.19142815,-0.3596555,0.429427,-0.2637626,1.399679,0,1,0
0,-1.2547895,-0.4096958,0.6113835,-0.5393159,0.539476,-0.28364533,1.8997831,0,1,0
0,0.7484964,-0.00410521,-0.6761111,0.4587958,-0.92260367,0.312847,-1.500925,0,0,1
0,-0.95429355,-1.2884582,-0.46060774,0.36896595,-0.4352438,0.35474074,-0.0006123865,0,0,1
0,-0.25314656,0.063496664,0.25221115,-0.47942898,-0.9068824,-0.41040066,0.599513,0,1,0
1,0.49808568,0.4014854,-0.2561558,-0.21992008,1.5456383,-0.34756964,-0.40069535,0,1,0
0,0.8486668,0.46908727,0.66111505,-1.0084282,-0.5452928,-1.0146756,-1.0008208,0,0,1
0,-1.35496,-1.0856733,-0.38877326,0.66839945,-0.67106307,0.8405807,1.0996172,0,1,0
0,1.0990776,0.063496664,-0.6540082,0.538645,-1.5514551,0.4412821,-2.10105,0,0,1
0,1.8002245,1.8886235,0.82688683,-0.6890327,-1.4414061,-0.3992777,-0.8007793,0,0,1
0,-0.753968,-0.27449208,0.2190568,-0.64910805,-0.26230964,-0.69315857,1.0996172,1,0,0
0,0.29776013,0.13109854,-1.2231581,1.0975873,-1.5671765,0.705398,-0.40069535,0,1,0
0,1.0489924,0.4014854,-0.12353833,-0.110127576,-1.6615041,-0.09602191,-1.500925,0,0,1
0,-1.4551151,-1.2208564,4.0207577,-2.4257467,1.1526061,-2.3830276,1.0996172,0,1,0
0,-0.30323175,-0.95046955,-0.6871626,1.6365678,1.0582784,1.9346703,-0.8007793,0,1,0
0,0.49808568,0.46908727,-1.3226212,1.7164167,1.0425571,1.4028449,-0.3006751,0,1,0
0,-1.054464,-1.0180714,-0.86398584,0.4587958,1.1997701,0.16476414,0.599513,1,0,0
0,0.94882196,0.53666854,-0.62085384,0.76821065,-0.24658835,0.7883941,-1.100842,0,1,0
0,-0.30323175,-0.4772977,-0.81978005,0.6584181,1.2154913,0.4712815,-0.10063361,0,1,0
0,-0.35331696,0.26628166,-0.16221842,0.548626,-1.268472,0.85060996,1.0996172,1,0,0
0,-0.0027358106,1.009861,-0.52139074,0.15936227,-0.4195225,0.011466295,1.4997002,0,1,0
0,-0.90420836,-0.6124808,0.15827379,-0.36963683,0.9167869,-0.30040264,0.89957476,0,1,0
0,0.44800046,1.2802478,3.3189902,-2.345898,-1.0169314,-2.4105563,0.999596,1,0,0
0,-0.20306134,0.6042704,-0.37219608,0.089494765,0.46086955,0.020528411,1.2996587,0,1,0
0,-0.753968,-0.27449208,-0.20642425,-0.06022199,-0.37235865,-0.07966484,1.0996172,0,0,1
0,0.29776013,-0.00410521,-0.46613345,0.039589178,1.0111146,-0.11841402,-0.6007378,0,1,0
0,-0.45347208,0.4014854,0.20800534,-0.28978798,-1.0012101,-0.14529848,1.4997002,0,1,0
0,1.2493179,0.19867977,0.8213611,-0.83874923,-0.6553418,-0.64977086,-2.2010705,0,1,0
0,-0.5536425,-0.00410521,-0.8916145,0.92790836,-1.4099636,0.77545476,1.0996172,0,1,0
0,-0.753968,-0.4772977,1.2247393,-1.2779183,-0.92260367,-1.1811664,0.79955447,0,0,1
0,-1.2547895,-1.2208564,-0.2782587,0.069532454,0.5237547,0.059345886,0.6995333,0,1,0
0,-1.1546191,-0.6800827,-0.04617814,0.23921151,-1.0955378,0.4804415,1.2996587,0,0,1
0,-1.3048747,-1.2208564,-0.9966033,0.68836176,1.4355893,0.36547303,0.79955447,1,0,0
0,0.8486668,0.4014854,0.66664076,-1.1282016,-0.6553418,-1.2062832,-1.100842,0,1,0
0,0.49808568,1.2802478,1.9320325,-1.6472197,1.4198681,-1.5237087,0.89957476,0,1,0
1,1.1491475,0.063496664,-1.0297577,1.0876064,-1.1269804,0.86649805,-2.2010705,0,1,0
0,-0.85413843,-0.6124808,0.42350873,-0.88865477,1.3727041,-0.9508588,0.79955447,0,1,0
0,-0.4033869,-0.6124808,-0.20089853,-0.52933455,-1.598619,-0.7656573,-0.10063361,0,0,1
0,-1.2547895,-1.3560601,0.114067964,-0.10014661,0.5237547,0.08255851,0.49949178,0,0,1
0,-0.20306134,-0.54487896,-0.6484825,-0.020297749,1.7500151,-0.33192563,-0.40069535,0,1,0
0,0.24767493,0.94225913,1.1252762,-1.2379938,-0.9697675,-1.1608934,0.89957476,0,0,1
0,-1.4050299,-1.4236621,0.5119204,-0.24986336,0.759574,0.11771417,0.6995333,0,0,1
0,0.047349393,-0.4772977,-1.1015922,1.5966432,0.35082054,1.4692498,-0.8007793,0,1,0
0,-1.0043788,-1.0180714,0.78820676,-0.6990136,-0.7811121,-0.43832967,0.49949178,0,0,1
0,-1.2047043,-0.27449208,-0.6650597,0.8181162,1.68713,0.8204152,1.9998044,1,0,0
0,0.34784535,0.6042704,0.6113835,-1.0583339,-0.08937548,-1.1215196,0.1994291,0,1,0
0,0.39791524,1.2802478,-0.22852716,-0.070203334,-1.3313571,-0.10968384,1.0996172,0,1,0
0,1.4997287,0.80707604,-0.8695116,1.0476818,1.4984745,0.95666254,-1.8009876,0,1,0
0,0.94882196,0.46908727,-0.1566927,-0.2398824,-0.59245664,-0.3106368,-1.2008623,0,0,1
